submissionId,paperId,paperTitle,paperAbstract,conferenceJournalId,conferenceJournalTitle,proceedingsVolume,decision,finalPaperId,proceedingVolumeYear,acceptanceDate
s883,p883,Conducting realistic experiments in software engineering,"An important goal of most empirical software engineering research is the transfer of research results to industrial applications. Two important obstacles for this transfer are the lack of control of variables of case studies, i.e., the lack of explanatory power, and the lack of realism of controlled experiments. While it may be difficult to increase the explanatory power of case studies, there is a large potential for increasing the realism of controlled software engineering experiments. To convince industry about the validity and applicability of the experimental results, the tasks, subjects and the environments of the experiments should be as realistic as practically possible. Such experiments are, however, more expensive than experiments involving students, small tasks and pen-and-paper environments. Consequently, a change towards more realistic experiments requires a change in the amount of resources spent on software engineering experiments. This paper argues that software engineering researchers should apply for resources enabling expensive and realistic software engineering experiments similar to how other researchers apply for resources for expensive software and hardware that are necessary for their research. The paper describes experiences from recent experiments that varied in size from involving one software professional for 5 days to 130 software professionals, from 9 consultancy companies, for one day each.",c75,International Conference on Machine Learning,cp75,accepted,f715,2005,2005-02-03
s884,p884,The use of program dependence graphs in software engineering,"This paper describes a language-independent program representation-the program dependence graph-and discusses how program dependence graphs, together with operations such as program slicing, can provide the basis for powerful programmmg tools that address important software-engineering problems, such as understanding what an existing program does and how it works, understanding the differences between several versions of a program, and creating new programs by combining pieces of old pro- grams. The paper primarily surveys work in this area that has been carried out at the University of Wisconsin during the past five years.",c29,International Conference on Software Engineering,cp29,accepted,f716,2015,2015-10-01
s885,p885,Component-based software engineering - new challenges in software development,"The primary role of component-based software engineering is to address the development of systems as an assembly of parts (components), the development of parts as reusable entities, and the maintenance and upgrading of systems by customising and replacing such parts. This requires established methodologies and tool support covering the entire component and system lifecycle including technological, organisational, marketing, legal, and other aspects. The traditional disciplines from software engineering need new methodologies to support component-based development.",c6,Americas Conference on Information Systems,cp6,accepted,f717,2007,2007-04-18
s886,p886,Process Models in Software Engineering,"Software systems come and go through a series of passages that account for their inception, initial development, productive operation, upkeep, and retirement from one generation to another. This article categorizes and examines a number of methods for describing or modeling how software systems are developed. It begins with background and definitions of traditional software life-cycle models that dominate most textbook discussions and current software development practices. This is followed by a more comprehensive review of the alternative models of software evolution that are of current use as the basis for organizing software engineering projects and technologies. 
 
 
Keywords: 
 
software process model; 
definition; 
software life-cycle models; 
development models; 
production process models",c50,International Conference on Automated Software Engineering,cp50,accepted,f718,2008,2008-04-18
s887,p887,"Software engineering education in the era of outsourcing, distributed development, and open source software: challenges and opportunities",Abstract content goes here ...,c85,International Conference on Graph Transformation,cp85,accepted,f719,2007,2007-08-06
s888,p888,Tool Integration in Software Engineering Environments,"This article presents doctoral research on tool int egration within software engineering environments. Tool int egration concerns the techniques used to form coalitions of to ls that provide an environment supporting some, or all, act ivities within the software engineering process. Some inte res ing phenomena have been observed, such as the ad hoc na ture of tool integration in one particular software enginee ring company. This observation is at variance to the com m n perception of widespread integration suggested by t ool vendors and some previous academic literature. Ini tial results suggest that integration must be implemented for bu siness reasons, not for its own sake.",c5,IEEE Symposium on Visual Languages / Human-Centric Computing Languages and Environments,cp5,accepted,f720,2001,2001-08-25
s889,p889,Ontologies in the Software Engineering Process,"The term ontology has become popular in several fields of Informatics like Artificial Intelligence, Agent systems, Database or Web Technology. Deviating from its original philosophical meaning, in the context of Computer Sciences the term ontology stands for a formal explicit specification of a shared conceptualization. Software Engineering (SE) is a field where conceptualisation plays a major role, e.g. in the early phases of software development, in the definition, use and re-use of software components and as a basis for their integration. Thus, ontologies are likely to invade the SE field as well soon. In this contribution, conceptual modeling as practiced in SE and Information Systems projects is contrasted with the ontology approach. The corresponding life cycle models for their development are compared. Finally, some perspectives of an Ontology-based Software Engineering (OBSE) approach are outlined.",c67,Enterprise Application Integration,cp67,accepted,f721,2002,2002-01-27
s891,p891,Thinking on the Development of Software Engineering Technology,"The paper gives some thinking according to the following four aspects: 1) from the law of things development, revealing the development history of software engineering technology; 2) from the point of software natural characteristic, analyzing the construction of every abstraction layer of virtual machine; 3) from the point of software development, proposing the research content of software engineering discipline, and research the pattern of industrialized software production; 4) based on the appearance of Internet technology, exploring the development trend of software technology.",c8,The Compass,cp8,accepted,f722,2016,2016-12-23
s892,p892,Models in software engineering - an introduction,Abstract content goes here ...,c102,International Conference on Biometrics,cp102,accepted,f723,2022,2022-08-26
s893,p893,Software engineering (6th ed.),Abstract content goes here ...,c84,The Web Conference,cp84,accepted,f724,2006,2006-03-27
s894,p894,Conducting on-line surveys in software engineering,"One purpose of empirical software engineering is to enable an understanding of factors that influence software development. Surveys are an appropriate empirical strategy to gather data from a large population (e.g., about methods, tools, developers, companies) and to achieve an understanding of that population. Although surveys are quite often performed, for example, in social sciences and marketing research, they are underrepresented in empirical software engineering research, which most often uses controlled experiments and case studies. Consequently, also the methodological support how to perform such studies in software engineering is rather low. However, with the increasing pervasion of the Internet it is possible to perform surveys easily and cost-effectively over Internet pages (i.e., on-line), while at the same time the interest in performing surveys is growing. The purpose of this paper is twofold. First we want to arise the awareness of on-line surveys and discuss methods how to perform these in the context of software engineering. Second, we report our experience in performing on-line surveys in the form of lessons learned and guidelines.",c91,Workshop on Algorithms and Models for the Web-Graph,cp91,accepted,f725,2022,2022-04-08
s895,p895,A Ranking of Software Engineering Measures Based on Expert Opinion,"This research proposes a framework based on expert opinion elicitation, developed to select the software engineering measures which are the best software reliability indicators. The current research is based on the top 30 measures identified in an earlier study conducted by Lawrence Livermore National Laboratory. A set of ranking criteria and their levels were identified. The score of each measure for each ranking criterion was elicited through expert opinion and then aggregated into a single score using multiattribute utility theory. The basic aggregation scheme selected was a linear additive scheme. A comprehensive sensitivity analysis was carried out. The sensitivity analysis included: variation of the ranking criteria levels, variation of the weights, variation of the aggregation schemes. The top-ranked measures were identified. Use of these measures in each software development phase can lead to a more reliable quantitative prediction of software reliability.",c11,Hawaii International Conference on System Sciences,cp11,accepted,f726,2006,2006-02-10
s896,p896,Research in software engineering: an analysis of the literature,Abstract content goes here ...,j144,Information and Software Technology,jv144,accepted,f727,2010,2010-03-25
s897,p897,Experimentation in software engineering,"A framework is presented for analyzing most of the experimental work performed in software engineering over the past several years. The framework of experimentation consists of four categories corresponding to phases of the experimentation process: definition, planning, operation, and interpretation. A variety of experiments are described within the framework and their contribution to the software engineering discipline is discussed. Some recommendations for the application of the experimental process in software engineering are included.",j142,IEEE Transactions on Software Engineering,jv142,accepted,f728,2014,2014-11-21
s898,p898,Principles of software engineering management,"From time to time books emerge which become part of APL's folklore; the obvious example being ""APL-An Interactive Approach"" by Gilman and Roses. Some are more recent and more tangentical in their relevance; exam-pies are Myers ""Refiable Software Through Composite Design"" and Tufte's ""Visualization of Quantitative Data"". I believe that this most recent book of Mr. Gilb's may be destined to become part of this select group. A long-standing belief in the APL world is, that we can deliver ""productivity""-recent explorations of topics like Function Point Analysis are (belatedly) showing good quality evidence to back this belief. At heart I feel that Mr. Gilb is saying that even though we're moving in the fight direction we're still a very long way from the goal we ought to be shooting for-but that we can achieve the ultimate objective if we take a wider view of the world. Point one-the term 'software engineering' is being hijacked and is in imminent danger of becoming the vogue term for a much smaller range of topics than it purports to cover. Point two-APL applications have long tended to solve broader and more strategic problems than the more established languages. For all of his 442 pages, Mr. Gilb's messages axe brief, relevant and, I believe, achievable. They also embody common sense-that rarest of commodities-it is hard to believe that so many people can have been neglecting the principles for so long. I'd like to summarise his message in three ways. [1] Measure what you're being asked to do in terms meaningful to the business, user or application. And measure what you achieve. [2] Deliver your solution in many incremental stages-at all times delivering the highest value at least cost in the shortest time (remember, you just quantified all of this). [3] Early detection and solution of problems costs orders of magnitude less to fix than late detection and remedy. Think about it-its not novel is it? And doesn't the seemed message have a familiar ring7 What Mr. Glib is attempting to do is to bring rigour into the process. I think that if we were to adopt these methods in a similarly serious-minded vein we might easily discover a lot about ourselves and just possibly find a new way of getting our message into wider environments. I offer a challenge to the APL COmmunity in general and the APL90 organisers in particular. Lets find at least …",c3,Frontiers in Education Conference,cp3,accepted,f729,2016,2016-01-21
s899,p899,What makes good research in software engineering?,Abstract content goes here ...,j166,International Journal on Software Tools for Technology Transfer (STTT),jv166,accepted,f730,2016,2016-04-27
s900,p900,Principles of software engineering management,"From time to time books emerge which become part of APL's folklore; the obvious example being ""APL-An Interactive Approach"" by Gilman and Roses. Some are more recent and more tangentical in their relevance; exam-pies are Myers ""Refiable Software Through Composite Design"" and Tufte's ""Visualization of Quantitative Data"". I believe that this most recent book of Mr. Gilb's may be destined to become part of this select group. A long-standing belief in the APL world is, that we can deliver ""productivity""-recent explorations of topics like Function Point Analysis are (belatedly) showing good quality evidence to back this belief. At heart I feel that Mr. Gilb is saying that even though we're moving in the fight direction we're still a very long way from the goal we ought to be shooting for-but that we can achieve the ultimate objective if we take a wider view of the world. Point one-the term 'software engineering' is being hijacked and is in imminent danger of becoming the vogue term for a much smaller range of topics than it purports to cover. Point two-APL applications have long tended to solve broader and more strategic problems than the more established languages. For all of his 442 pages, Mr. Gilb's messages axe brief, relevant and, I believe, achievable. They also embody common sense-that rarest of commodities-it is hard to believe that so many people can have been neglecting the principles for so long. I'd like to summarise his message in three ways. [1] Measure what you're being asked to do in terms meaningful to the business, user or application. And measure what you achieve. [2] Deliver your solution in many incremental stages-at all times delivering the highest value at least cost in the shortest time (remember, you just quantified all of this). [3] Early detection and solution of problems costs orders of magnitude less to fix than late detection and remedy. Think about it-its not novel is it? And doesn't the seemed message have a familiar ring7 What Mr. Glib is attempting to do is to bring rigour into the process. I think that if we were to adopt these methods in a similarly serious-minded vein we might easily discover a lot about ourselves and just possibly find a new way of getting our message into wider environments. I offer a challenge to the APL COmmunity in general and the APL90 organisers in particular. Lets find at least …",c51,Conference of the Centre for Advanced Studies on Collaborative Research,cp51,accepted,f731,2011,2011-09-28
s901,p901,Experimentation in software engineering,"A framework is presented for analyzing most of the experimental work performed in software engineering over the past several years. The framework of experimentation consists of four categories corresponding to phases of the experimentation process: definition, planning, operation, and interpretation. A variety of experiments are described within the framework and their contribution to the software engineering discipline is discussed. Some recommendations for the application of the experimental process in software engineering are included.",j142,IEEE Transactions on Software Engineering,jv142,accepted,f732,2014,2014-06-21
s903,p903,Empirical Data Modeling in Software Engineering Using Radical Basis Functions,"Many empirical studies in software engineering involve relationships between various process and product characteristics derived via linear regression analysis. We propose an alternative modeling approach using radial basis functions (RBFs) which provide a flexible way to generalize linear regression function. Further, RBF models possess strong mathematical properties of universal and best approximation. We present an objective modeling methodology for determining model parameters using our recent SG algorithm, followed by a model selection procedure based on generalization ability. Finally, we describe a detailed RBF modeling study for software effort estimation using a well-known NASA dataset.",c55,Annual Workshop of the Psychology of Programming Interest Group,cp55,accepted,f733,2014,2014-11-28
s904,p904,Software engineering for large-scale multi-agent systems - SELMAS'05,Abstract content goes here ...,c70,International Conference on Intelligent Robotics and Applications,cp70,accepted,f734,2020,2020-07-17
s905,p905,Knowledge-Sharing Issues in Experimental Software Engineering,Abstract content goes here ...,j141,Empirical Software Engineering,jv141,accepted,f735,2004,2004-09-03
s906,p906,On the application of measurement theory in software engineering,Abstract content goes here ...,j141,Empirical Software Engineering,jv141,accepted,f736,2004,2004-03-04
s910,p910,Software Engineering,"This paper provides a definition of the term ""software engineering"" and a survey of the current state of the art and likely future trends in the field. The survey covers the technology available in the various phases of the software life cycle—requirements engineering, design, coding, test, and maintenance—and in the overall area of software management and integrated technology-management approaches. It is oriented primarily toward discussing the domain of applicability of techniques (where and when they work), rather than how they work in detail. To cover the latter, an extensive set of 104 references is provided.",j167,IEEE transactions on computers,jv167,accepted,f737,2004,2004-04-05
s911,p911,Value-based software engineering: reinventing,"The Value-Based Software Engineering (VBSE) agenda described in the preceding article has the objectives of integrating value considerations into current and emerging software engineering principles and practices, and of developing an overall framework in which they compatibly reinforce each other. In this paper, we provide a case study illustrating some of the key VBSE practices, and focusing on a particular anomaly in the monitoring and control area: the ""Earned Value Management System."" This is a most useful technique for monitoring and controlling the cost, schedule, and progress of a complex project. But it has absolutely nothing to say about the stakeholder value of the system being developed. The paper introduces an example order-processing software project, and shows how the use of Benefits Realization Analysis, stake-holder value proposition elicitation and reconciliation, and business case analysis provides a framework for stakeholder-earned-value monitoring and control.",c50,International Conference on Automated Software Engineering,cp50,accepted,f738,2008,2008-01-02
s913,p913,Automotive software engineering,"Information technology has become the driving force of innovation in many areas of technology and also in cars. Embedded software controls the functions of cars, supports and assists the driver and realizes systems for information and entertainment. Software in automobiles is today one of the great challenges for software engineering. On modem cars we find all issues of software systems in a nutshell. It is a challenge for software and systems engineering.",c86,ACM SIGACT-SIGMOD-SIGART Symposium on Principles of Database Systems,cp86,accepted,f739,2012,2012-08-07
s914,p914,Software Engineering Measurement,THE GOALS OF SOFTWARE ENGINEERING MEASUREMENT Software Engineering Measurement The Rationale for Effective Measurement Measurement across the Life Cycle Model Reasonable and Attainable Goals for Software Measurement Summary THE CONDUCT OF SCIENTIFIC INVESTIGATIONS The Principals of Scientific Investigation Measurement Measurement Issues Measurement Standards Principles of Experimentation MEASURING SOFTWARE DEVELOPMENT Measurement Domains Modeling: Mapping among Measurement Domains The Process of Software Measurement Summary VALIDATION OF SOFTWARE MEASURES Understanding What Is Being Measured Criterion-Oriented Validity Content Validity Construct Validity Empirical Validity Reliability STATIC SOFTWARE MEASUREMENT Introduction Primitive Measures of Source Code Measures of Software Quality Summary DERIVED SOFTWARE MEASURES Introduction Software Science Metrics Sources of Variation The Principal Components of Measurement Principal Components Analysis as a Validation Tool Discovering New Sources of Variation Domain Metrics A Unitary Measure of Software Complexity Summary MODELING WITH METRICS Introduction Simple Linear Regression Non-Linear Models Problems Associated with Multicollinearity Regression as a Metric Validation Tool Canonical Correlation MEASURING SOFTWARE EVOLUTION Introduction Measuring Evolving Software Measuring Changes to Modules across Builds Summary SOFTWARE SPECIFICATION AND DESIGN Introduction Software Operational Requirements Specification Software Functional Requirements Specification Software Module Requirements Specification A Formal Description of Program Operation Configuration Control for the Requirements Measuring Software Design Alternatives Maintainability DYNAMIC SOFTWARE MEASUREMENT Introduction A Stochastic Description of Program Operation The Profiles of Software Dynamics Estimates for Profiles Code Instrumentation Instrumenting for the Profiles Partial Complexity A Measure of Cohesion Entropy Testability Revisited THE MEASUREMENT OF SOFTWARE TESTING ACTIVITY Introduction Static and Dynamic Measurement A Metaphor for Test Activity Measurement Based Testing Fractional Measures Introduction to Statistical Testing SOFTWARE AVAILABILITY Introduction Software Reliability Availability Security Maintainability IMPLEMENTING A SOFTWARE MEASUREMENT PLAN The Software Measurement Process Building a Measurement Process Measurement Process Improvement Institutionalizing Measurement Process Improvement A Network Based Measurement System IMPLEMENTING A SOFTWARE RESEARCH PLAN What Is Software Research? Implementing a Research Plan Defining Software Research Objectives Budgeting for Software Research Research Pays APPENDIXES REVIEW OF MATHEMATICAL FUNDAMENTALS Matrix Algebra Some Notions of Probability Discrete Probability Distributions Continuous Probability Distributions Statistics Tests of Hypotheses Introduction to Modeling A STANDARD FOR THE MEASUREMENT OF C PROGRAMMING LANGUAGE ATTRIBUTES Introduction Compiler Directives Style and Statement Metrics Lexical Metrics Control Flowgraph Metrics Coupling Metrics Definitions Tokens,c49,International Symposium on Search Based Software Engineering,cp49,accepted,f740,2012,2012-01-23
s916,p916,Formulating software engineering as a search problem,"Metaheuristic techniques such as genetic algorithms, simulated annealing and tabu search have found wide application in most areas of engineering. These techniques have also been applied in business, financial and economic modelling. Metaheuristics have been applied to three areas of software engineering: test data generation, module clustering and cost/effort prediction, yet there remain many software engineering problems which have yet to be tackled using metaheuristics. It is surprising that metaheuristics have not been more widely applied to software engineering; many problems in software engineering are characterised by precisely the features which make metaheuristics search applicable. In the paper it is argued that the features which make metaheuristics applicable for engineering and business applications outside software engineering also suggest that there is great potential for the exploitation of metaheuristics within software engineering. The paper briefly reviews the principal metaheuristic search techniques and surveys existing work on the application of metaheuristics to the three software engineering areas of test data generation, module clustering and cost/effort prediction. It also shows how metaheuristic search techniques can be applied to three additional areas of software engineering: maintenance/evolution system integration and requirements scheduling. The software engineering problem areas considered thus span the range of the software development process, from initial planning, cost estimation and requirements analysis through to integration, maintenance and evolution of legacy systems. The aim is to justify the claim that many problems in software engineering can be reformulated as search problems, to which metaheuristic techniques can be applied. The goal of the paper is to stimulate greater interest in metaheuristic search as a tool of optimisation of software engineering problems and to encourage the investigation and exploitation of these technologies in finding near optimal solutions to the complex constraint-based scenarios which arise so frequently in software engineering.",c21,Grid Computing Environments,cp21,accepted,f741,2005,2005-07-24
s918,p918,End-user software engineering with assertions in the spreadsheet paradigm,"There has been little research on end-user program development beyond the activity of programming. Devising ways to address additional activities related to end-user program development may be critical, however, because research shows that a large proportion of the programs written by end users contain faults. Toward this end, we have been working on ways to provide formal ""software engineering"" methodologies to end-user programmers. This paper describes an approach we have developed for supporting assertions in end-user software, focusing on the spreadsheet paradigm. We also report the results of a controlled experiment, with 59 end-user subjects, to investigate the usefulness of this approach. Our results show that the end users were able to use the assertions to reason about their spreadsheets, and that doing so was tied to both greater correctness and greater efficiency.",c56,European Conference on Software Process Improvement,cp56,accepted,f742,2016,2016-03-25
s919,p919,Writing good software engineering research papers: minitutorial,"Software engineering researchers solve problems of several different kinds. To do so, they produce several different kinds of results, and they should develop appropriate evidence to validate these results. They often report their research in conference papers. I analyzed the abstracts of research papers submitted to ICSE 2002 in order to identify the types of research reported in the submitted and accepted papers, and I observed the program committee discussions about which papers to accept. This report presents the research paradigms of the papers, common concerns of the program committee, and statistics on success rates. This information should help researchers design better research projects and write papers that present their results to best advantage.",c29,International Conference on Software Engineering,cp29,accepted,f743,2015,2015-11-28
s920,p920,Problems and Programmers: an educational software engineering card game,"Problems and Programmers is an educational card game that we have developed to help teach software engineering. It is based on the observation that students, in a typical software engineering course, gain little practical experience in issues regarding the software process. The underlying problem is time: any course faces the practical constraint of only being able to involve students in at most a few small software development projects. Problems and Programmers overcomes this limitation by providing a simulation of the software process. In playing the game, students become aware of not only general lessons, such as the fact that they must continuously make tradeoffs among multiple potential next steps, but also specific issues such as the fact that inspections improve the quality of code but delay its delivery time. We describe game play of Problems and Programmers, discuss its underlying design, and report on the results of a small experiment in which twenty-eight students played the game.",c18,Conference on Innovative Data Systems Research,cp18,accepted,f744,2012,2012-01-31
s921,p921,Software engineering: a practitioner's approach (2nd ed.),Abstract content goes here ...,c113,International Conference on Image Analysis and Processing,cp113,accepted,f745,2002,2002-05-06
s922,p922,Software engineering education: a roadmap,"Software’s increasingly critical role in systems of widespread significance presents new challenges for the education of software engineers. Not only is our dependence on software increasing, but the character of software production is itself changing ‐ and with it the demands on the software developers. Four challenges for educators of software developers help identify aspirations for software engineering education.",c29,International Conference on Software Engineering,cp29,accepted,f746,2015,2015-03-22
s923,p923,A software engineering experiment in software component generation,"The paper presents results of a software engineering experiment in which a new technology for constructing program generators from domain-specific specification languages has been compared with a reuse technology that employs sets of reusable Ada program templates. Both technologies were applied to a common problem domain, constructing message translation and validation modules for military command, control, communications and information systems (C/sup 3/I). The experiment employed four subjects to conduct trials of use of the two technologies on a common set of test examples. The experiment was conducted with personnel supplied and supervised by an independent contractor. Test cases consisted of message specifications taken from Air Force C/sup 3/I systems. The main results are that greater productivity was achieved and fewer error were introduced when subjects used the program generator than when they used Ada templates to implement software modules from sets of specifications. The differences in the average performance of the subjects are statistically significant at confidence levels exceeding 99 percent.",c88,Symposium on the Theory of Computing,cp88,accepted,f747,2014,2014-02-05
s924,p924,Software Engineering Processes: Principles and Applications,Fundamentals of the Software Engineering Process Introduction A Unified Framework of the Software Engineering Process Process Algebra Process-Based Software Engineering Software Engineering Process System Modeling The CMM Model The ISO 9001 Model The BOOTSTRAP Model The ISO/IEC 15504 (SPICE) Model The Software Engineering Process Reference Model: SEPRM Software Engineering Process System Analysis Benchmarking the SEPRM Processes Comparative Analysis of Current Process Models Transformation of Capability Levels Between Current Process Models Software Engineering Process Establishment Software Process Establishment Methodologies An Extension of ISO/IEC TR 15504 Model Software Engineering Process Assessment Software Process Assessment Methodologies Software Process Assessment Supporting Tools Software Engineering Process Improvement Software Process Improvement Methodologies Case Studies in Software Process Improvement Review And Perspectives Bibliography Appendices Index,c40,IEEE International Conference on Software Maintenance and Evolution,cp40,accepted,f748,2013,2013-02-03
s925,p925,Search Based Software Engineering,Abstract content goes here ...,j75,Lecture Notes in Computer Science,jv75,accepted,f749,2015,2015-03-29
s926,p926,Software engineering risk management,"Welcome to Software Engineering Risk Management (SERIM). As a professional associated with the development of software, you are well aware that the software development process can truly be a jungle, filled with hazards that lie in wait to sabotage your projects. These hazards (risks) are numerous and often complex. The purpose of this application is to help you find a safer path through this jungle by assessing risk factors, analyzing risks from several different perspectives, and developing focused action plans to manage risks before they sabotage your projects. I have used the mathematics of probability to design the formulas to help you assess and manage risks in the complex software development environment (Complete information on the SERIM ModelOs equations is included in this application.)",c56,European Conference on Software Process Improvement,cp56,accepted,f750,2016,2016-11-24
s927,p927,Measurement and experimentation in software engineering,"The contributions of measurement and experimentation to the state of the art in software engineering are reviewed. The role of measurement in developing theoretical models is discussed, and concerns for reliability and validity are stressed. Current approaches to measuring software characteristics are presented as examples. In particular, software complexity metrics related to control flow, module interconnectedness, and Halstead's Software Science are discussed. The use of experimental methods in evaluating cause-effect relationships is also discussed. Example programs of experimental research which investigated conditional statements and control flow are reviewed. The conclusion argues that many advances in software engineering will be related to improvements in the measurement and experimental evaluation of software techniques and practices.",j168,Proceedings of the IEEE,jv168,accepted,f751,2019,2019-10-09
s928,p928,"Component-based software engineering: technologies, development frameworks, and quality assurance schemes","Component-based software development approach is based on the idea to develop software systems by selecting appropriate off-the-shelf components and then to assemble them with a well-defined software architecture. Because the new software development paradigm is very different from the traditional approach, quality assurance (QA) for component-based software development is a new topic in the software engineering community. In this paper, we survey current component-based software technologies, describe their advantages and disadvantages, and discuss the features they inherit. We also address QA issues for component-based software. As a major contribution, we propose a QA model for component-based software which covers component requirement analysis, component development, component certification, component customization, and system architecture design, integration, testing and maintenance.",c76,International Conference on Artificial Neural Networks,cp76,accepted,f752,2013,2013-08-05
s929,p929,A method for assessing the software engineering capability of contractors,"This document provides guidelines and procedures for assessing the ability of potential DoD contractors to develop software in accordance with modem software engineering methods. It includes spl-:ific questions and a method for evaluating the results. ,I General Introduction The purpose of this document is to facilitate objective and consistent assessments of the ability of potential DoD contractors to dovelop software in accordance with modem software engineering methods. Such assessments would be conducted either In the pre-solicitation qualification process, in the formal source selection process, or both. While this doc~ument Is Intended to guide the assessment of a contractor's overall software engineering capability, it can also be valuable in the assessment ."", a specific project team's software engineering capability. Alternatively, this document can be used as an aid to software development organizations in conducting an internal as issment cf their own softvare engineering capability. The document is designed to help An assessment team define the highest priorldy steps for the Improvement of an organization's capability. Because an understanding of proper software engineering practice is only now developing, standard, well-accepted measures do not yet exist. The assessment questions listed in the body of this .)•cum,'nt are phrased so that an affirmative answer indicates that an organization has a desirable characteristic. Some of the questions pertain to advanced concepts of software engineering that may not yet be sufficiently refined or disseminated to be incorporated in a contractor's standard practice; therefore, not all assessment questions need be answered affirmatively for an organization to be considered to have a modern software engineering capability. The capability of a contractor to perform software engineering has been divided into three areas: 1. organization and resource management 2. software engine.)rlng process and its management 3. tools and technology. The qualities that the questions assess are different for each of these areas acnd are described in the introductions to the questions for each area. 093087 SEt Assessment Methodology A full assessment of software engineering capability' Includes some evaluation of the experience level of the software development personnel. Addendum A contains suggested questions for use In this evaluation.",c14,International Conference on Exploring Services Science,cp14,accepted,f753,2016,2016-01-05
s930,p930,Toward a Discipline of Software Engineering,"Despite rapid changes in computing and software development, some fundamental ideas have remained constant. This article describes eight such concepts that together constitute a viable foundation for a software engineering discipline: abstraction, analysis and design methods and notations, user interface prototyping, modularity and architecture, software life cycle and process, reuse, metrics, and automated support.",j147,IEEE Software,jv147,accepted,f754,2021,2021-03-21
s931,p931,Software Engineering: An Engineering Approach,"From the Publisher: 
A clear-cut, practical approach to software development! Emphasizing both the design and analysis of the technology, Peters and Pedrycz have written a comprehensive and complete text on a quantitative approach to software engineering. As you read the text, youll learn the software design practices that are standard practice in the industry today. Practical approaches to specifying, designing and testing software as well as the foundations of Software Engineering are also presented. Key Features 
 
*Thorough coverage is provided on the quantitative aspects of software Engineering including software measures, software quality, software costs and software reliability. 
*A complete case study allows students to trace the application of methods and practices in each chapter. 
*Examples found throughout the text are in C++ and Java. 
*A wide range of elementary and intermediate problems as well as more advanced research problems are available at the end of each chapter. 
*Students are given the opportunity to expand their horizons through frequent references to related web pages.",c61,Jahrestagung der Gesellschaft für Informatik,cp61,accepted,f755,2017,2017-06-04
s932,p932,Evaluating Software Engineering Technologies,"Many new software development practices, tools, and techniques have been introduced in recent years. Few, however, have been empirically evaluated. The objectives of this study were to measure technology use in a production environment, develop a statistical model for evaluating the effectiveness of technologies, and evaluate the effects of some specific technologies on productivity and reliability. A carefully matched sample of 22 projects from the Software Engineering Laboratory database was studied using an analysis-of-covariance procedure. Limited use of the technologies considered in the analysis produced approximately a 30 percent increase in software reliability. These technologies did not demonstrate any direct effect on development productivity.",j142,IEEE Transactions on Software Engineering,jv142,accepted,f756,2014,2014-04-08
s933,p933,Using a behavioral theory of program comprehension in software engineering,"A theory is presented of how a programmer goes about understanding a program. The theory is based on a representation of knowledge about programs as a succession of knowledge domains which bridge between the problem domain and the executing program. A hypothesis and verify process is used by programmers to reconstruct these domains when they seek to understand a program.
 The theory is useful in several ways in software engineering: It makes accurate predictions about the effectiveness of documentation; it can be used to systematically evaluate and critique other claims about documentation, and it may even be a useful guideline to a programmer in actually constructing documentation.",c29,International Conference on Software Engineering,cp29,accepted,f757,2015,2015-03-02
s935,p935,"Software Engineering: Design, Reliability, and Management","Software engineering: design, reliability, and management , Software engineering: design, reliability, and management , مرکز فناوری اطلاعات و اطلاع رسانی کشاورزی",c82,Workshop on Interdisciplinary Software Engineering Research,cp82,accepted,f758,2004,2004-11-21
s936,p936,Advances in Software Engineering and Knowledge Engineering,"The papers collected in this book were invited by the editors as tutorial courses or keynote speeches for the Fourth International Conference on Software Engineering and Knowledge Engineering. The book offers wide coverage of the main topics involved with the specifications, prototyping, development and maintenance of software systems and knowledge-based systems. The main issues in the area of software engineering and knowledge engineering are addressed and for each analyzed topic the corresponding research state is reported.",c87,European Conference on Computer Vision,cp87,accepted,f759,2014,2014-11-07
s937,p937,The software engineering laboratory - an operational software experience factory,"For 15 years, the Software Engineering Laboratory (SEL) has been carrying out studies and experiments for the purpose of understand- ing, assessing, and improving software and software processes within a production software development environment at the National Aeronautics and Space Administration/Goddard Space Flight Center (NASA/GSFC). The SEL comprises three major organizations: NASA/GSFC, Flight Dynamics Division University of Maryland, Department of Computer Science Computer Sciences Corporation, Flight Dynamics Technology Group - These organizations have jointly carried out several hundred software studies, producing hundreds of reports, papers, and documents, all of which de scribe some aspect of the software engineering technology that has been analyzed in the flight dynamics environment at NASA. The studies range from small, controlled experiments (such as analyzing the effectiveness of code readingversus that of functional testing) tolarge, multiple- project studies (such as assessing the impacts of Ada on a production environment). The organization's driving goal is to improve the software process continually, so that sustained improvement may be observed in the resulting products. This paper discusses the SEL as a functioning example of an operational software experience factory and summarizes the characteristics of and major lessons learned from 15 years of SEL operations.",c29,International Conference on Software Engineering,cp29,accepted,f760,2015,2015-09-27
s938,p938,Software engineering tools and environments: a roadmap,"Tools and environments to aid developers in producing software have existed, in one form or another, since the early days of computer programming. They are becoming increasingly crucial as the demand for software increases, time-to-market decreases, and diversity and complexity grow beyond anything imagined a few decades ago. In this paper, we briefly review some of the history of tools and environments in software engineering, and then discuss some key challenges that we believe the field faces over the next decade.",c29,International Conference on Software Engineering,cp29,accepted,f761,2015,2015-02-17
